{'name': 'spim_core.spim_base.Exaspim', 'msg': 'tiger motorized axes parameters', 'levelname': 'INFO', 'created': 1691013475.8774211, 'tags': ['schema'], 'message': 'tiger motorized axes parameters', 'asctime': '2023-08-02,14:57:55', 'created_strftime': '2023-08-02,14:57:55'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'X axis, Axis Name ChX, X', 'levelname': 'INFO', 'created': 1691013476.2118802, 'tags': ['schema'], 'message': 'X axis, Axis Name ChX, X', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Input Device, NONE [J]', 'levelname': 'INFO', 'created': 1691013478.1809146, 'tags': ['schema'], 'message': 'R axis, Input Device, NONE [J]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Axis Profile, ROT_C-MNT', 'levelname': 'INFO', 'created': 1691013478.1829114, 'tags': ['schema'], 'message': 'R axis, Axis Profile, ROT_C-MNT', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Max Lim, 500.000 [SU] dg', 'levelname': 'INFO', 'created': 1691013478.1849098, 'tags': ['schema'], 'message': 'R axis, Max Lim, 500.000 [SU] dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Min Lim, -500.000 [SL] dg', 'levelname': 'INFO', 'created': 1691013478.1869023, 'tags': ['schema'], 'message': 'R axis, Min Lim, -500.000 [SL] dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Ramp Time, 21.50 [AC] ms', 'levelname': 'INFO', 'created': 1691013478.188899, 'tags': ['schema'], 'message': 'R axis, Ramp Time, 21.50 [AC] ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Ramp Length, 114 enc', 'levelname': 'INFO', 'created': 1691013478.189902, 'tags': ['schema'], 'message': 'R axis, Ramp Length, 114 enc', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Run Speed, 7.71113 [S]dg/s', 'levelname': 'INFO', 'created': 1691013478.1908994, 'tags': ['schema'], 'message': 'R axis, Run Speed, 7.71113 [S]dg/s', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, vmax_enc*64, 86', 'levelname': 'INFO', 'created': 1691013478.191895, 'tags': ['schema'], 'message': 'R axis, vmax_enc*64, 86', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Servo Lp Time, 0.25 ms', 'levelname': 'INFO', 'created': 1691013478.1928988, 'tags': ['schema'], 'message': 'R axis, Servo Lp Time, 0.25 ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Enc Polarity, 1 [EP]', 'levelname': 'INFO', 'created': 1691013478.1978884, 'tags': ['schema'], 'message': 'R axis, Enc Polarity, 1 [EP]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, dv_enc, 1', 'levelname': 'INFO', 'created': 1691013478.2028813, 'tags': ['schema'], 'message': 'R axis, dv_enc, 1', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, LL Axis ID, 26', 'levelname': 'INFO', 'created': 1691013478.204878, 'tags': ['schema'], 'message': 'R axis, LL Axis ID, 26', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Drift Error, 0.100000 [E] dg', 'levelname': 'INFO', 'created': 1691013478.2058735, 'tags': ['schema'], 'message': 'R axis, Drift Error, 0.100000 [E] dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, enc_drift_err, 69', 'levelname': 'INFO', 'created': 1691013478.2078702, 'tags': ['schema'], 'message': 'R axis, enc_drift_err, 69', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Finish Error, 0.003013 [PC] dg', 'levelname': 'INFO', 'created': 1691013478.2138638, 'tags': ['schema'], 'message': 'R axis, Finish Error, 0.003013 [PC] dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, enc_finsh_err, 2', 'levelname': 'INFO', 'created': 1691013478.2158654, 'tags': ['schema'], 'message': 'R axis, enc_finsh_err, 2', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Backlash, 0.100000 [B] dg', 'levelname': 'INFO', 'created': 1691013478.2178535, 'tags': ['schema'], 'message': 'R axis, Backlash, 0.100000 [B] dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, enc_backlash, 69', 'levelname': 'INFO', 'created': 1691013478.2198505, 'tags': ['schema'], 'message': 'R axis, enc_backlash, 69', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Overshoot, 0.000000 [OS] dg', 'levelname': 'INFO', 'created': 1691013478.2208505, 'tags': ['schema'], 'message': 'R axis, Overshoot, 0.000000 [OS] dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, enc_overshoot, 0', 'levelname': 'INFO', 'created': 1691013478.222846, 'tags': ['schema'], 'message': 'R axis, enc_overshoot, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Kp, 1000 [KP]', 'levelname': 'INFO', 'created': 1691013478.2238443, 'tags': ['schema'], 'message': 'R axis, Kp, 1000 [KP]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Ki, 160 [KI]', 'levelname': 'INFO', 'created': 1691013478.2248433, 'tags': ['schema'], 'message': 'R axis, Ki, 160 [KI]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Kv, 8162 [KV]', 'levelname': 'INFO', 'created': 1691013478.2278388, 'tags': ['schema'], 'message': 'R axis, Kv, 8162 [KV]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Kd, 0 [KD]', 'levelname': 'INFO', 'created': 1691013478.2288368, 'tags': ['schema'], 'message': 'R axis, Kd, 0 [KD]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Ka, 0 [KA]', 'levelname': 'INFO', 'created': 1691013478.229836, 'tags': ['schema'], 'message': 'R axis, Ka, 0 [KA]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Kadc, 1', 'levelname': 'INFO', 'created': 1691013478.2308416, 'tags': ['schema'], 'message': 'R axis, Kadc, 1', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Axis Enable, 1 [MC]', 'levelname': 'INFO', 'created': 1691013478.2318497, 'tags': ['schema'], 'message': 'R axis, Axis Enable, 1 [MC]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Motor Enable, 0', 'levelname': 'INFO', 'created': 1691013478.2328315, 'tags': ['schema'], 'message': 'R axis, Motor Enable, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, CMD_stat, NO_MOVE', 'levelname': 'INFO', 'created': 1691013478.2348278, 'tags': ['schema'], 'message': 'R axis, CMD_stat, NO_MOVE', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Move_stat, IDLE', 'levelname': 'INFO', 'created': 1691013478.235828, 'tags': ['schema'], 'message': 'R axis, Move_stat, IDLE', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Current pos, 212.3697 dg', 'levelname': 'INFO', 'created': 1691013478.2368248, 'tags': ['schema'], 'message': 'R axis, Current pos, 212.3697 dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, enc position, 148031', 'levelname': 'INFO', 'created': 1691013478.23784, 'tags': ['schema'], 'message': 'R axis, enc position, 148031', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Target pos, 212.3697 dg', 'levelname': 'INFO', 'created': 1691013478.238822, 'tags': ['schema'], 'message': 'R axis, Target pos, 212.3697 dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, enc target, 148031', 'levelname': 'INFO', 'created': 1691013478.242818, 'tags': ['schema'], 'message': 'R axis, enc target, 148031', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, enc pos error, 0', 'levelname': 'INFO', 'created': 1691013478.2478068, 'tags': ['schema'], 'message': 'R axis, enc pos error, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, EEsum, 0', 'levelname': 'INFO', 'created': 1691013478.2497787, 'tags': ['schema'], 'message': 'R axis, EEsum, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Lst Stle Time, 0 ms', 'levelname': 'INFO', 'created': 1691013478.2522693, 'tags': ['schema'], 'message': 'R axis, Lst Stle Time, 0 ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Av Settle Tim, 0 ms', 'levelname': 'INFO', 'created': 1691013478.254618, 'tags': ['schema'], 'message': 'R axis, Av Settle Tim, 0 ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Home position, 1000.00 dg', 'levelname': 'INFO', 'created': 1691013478.2586093, 'tags': ['schema'], 'message': 'R axis, Home position, 1000.00 dg', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Motor Signal, 0', 'levelname': 'INFO', 'created': 1691013478.260605, 'tags': ['schema'], 'message': 'R axis, Motor Signal, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, mm/sec/DAC_ct, 0.09000 [D]', 'levelname': 'INFO', 'created': 1691013478.2626057, 'tags': ['schema'], 'message': 'R axis, mm/sec/DAC_ct, 0.09000 [D]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Enc Cnts/dg, 697.04 [C]', 'levelname': 'INFO', 'created': 1691013478.2636025, 'tags': ['schema'], 'message': 'R axis, Enc Cnts/dg, 697.04 [C]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Wait Time, 0 [WT] ms', 'levelname': 'INFO', 'created': 1691013478.2655995, 'tags': ['schema'], 'message': 'R axis, Wait Time, 0 [WT] ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, Maintain code, 0 [MA]', 'levelname': 'INFO', 'created': 1691013478.267594, 'tags': ['schema'], 'message': 'R axis, Maintain code, 0 [MA]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, AAlign value, 85 [AA]', 'levelname': 'INFO', 'created': 1691013478.269593, 'tags': ['schema'], 'message': 'R axis, AAlign value, 85 [AA]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'R axis, AZero value, 86 [AZ]', 'levelname': 'INFO', 'created': 1691013478.2715902, 'tags': ['schema'], 'message': 'R axis, AZero value, 86 [AZ]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Axis Name ChZ, M', 'levelname': 'INFO', 'created': 1691013478.5672896, 'tags': ['schema'], 'message': 'M axis, Axis Name ChZ, M', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Limits Status, ', 'levelname': 'INFO', 'created': 1691013478.5722773, 'tags': ['schema'], 'message': 'M axis, Limits Status, ', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Input Device, NONE [J]', 'levelname': 'INFO', 'created': 1691013478.5742743, 'tags': ['schema'], 'message': 'M axis, Input Device, NONE [J]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Axis Profile, STD_FP_ROT', 'levelname': 'INFO', 'created': 1691013478.576271, 'tags': ['schema'], 'message': 'M axis, Axis Profile, STD_FP_ROT', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Max Lim, 499.598 [SU] mm', 'levelname': 'INFO', 'created': 1691013478.5782661, 'tags': ['schema'], 'message': 'M axis, Max Lim, 499.598 [SU] mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Min Lim, -500.402 [SL] mm', 'levelname': 'INFO', 'created': 1691013478.5802653, 'tags': ['schema'], 'message': 'M axis, Min Lim, -500.402 [SL] mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Ramp Time, 70.50 [AC] ms', 'levelname': 'INFO', 'created': 1691013478.582262, 'tags': ['schema'], 'message': 'M axis, Ramp Time, 70.50 [AC] ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Ramp Length, 16347 enc', 'levelname': 'INFO', 'created': 1691013478.5892508, 'tags': ['schema'], 'message': 'M axis, Ramp Length, 16347 enc', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Run Speed, 1.28638 [S]mm/s', 'levelname': 'INFO', 'created': 1691013478.5912457, 'tags': ['schema'], 'message': 'M axis, Run Speed, 1.28638 [S]mm/s', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, vmax_enc*64, 7475', 'levelname': 'INFO', 'created': 1691013478.5932422, 'tags': ['schema'], 'message': 'M axis, vmax_enc*64, 7475', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Servo Lp Time, 0.50 ms', 'levelname': 'INFO', 'created': 1691013478.5952413, 'tags': ['schema'], 'message': 'M axis, Servo Lp Time, 0.50 ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Enc Polarity, 1 [EP]', 'levelname': 'INFO', 'created': 1691013478.5972376, 'tags': ['schema'], 'message': 'M axis, Enc Polarity, 1 [EP]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, dv_enc, 53', 'levelname': 'INFO', 'created': 1691013478.600233, 'tags': ['schema'], 'message': 'M axis, dv_enc, 53', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, LL Axis ID, 26', 'levelname': 'INFO', 'created': 1691013478.6022296, 'tags': ['schema'], 'message': 'M axis, LL Axis ID, 26', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Drift Error, 0.000200 [E] mm', 'levelname': 'INFO', 'created': 1691013478.6042264, 'tags': ['schema'], 'message': 'M axis, Drift Error, 0.000200 [E] mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, enc_drift_err, 36', 'levelname': 'INFO', 'created': 1691013478.6062236, 'tags': ['schema'], 'message': 'M axis, enc_drift_err, 36', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Finish Error, 0.000012 [PC] mm', 'levelname': 'INFO', 'created': 1691013478.6072218, 'tags': ['schema'], 'message': 'M axis, Finish Error, 0.000012 [PC] mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, enc_finsh_err, 2', 'levelname': 'INFO', 'created': 1691013478.6092188, 'tags': ['schema'], 'message': 'M axis, enc_finsh_err, 2', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Backlash, 0.010000 [B] mm', 'levelname': 'INFO', 'created': 1691013478.611215, 'tags': ['schema'], 'message': 'M axis, Backlash, 0.010000 [B] mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, enc_backlash, 1815', 'levelname': 'INFO', 'created': 1691013478.6122108, 'tags': ['schema'], 'message': 'M axis, enc_backlash, 1815', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Overshoot, 0.000000 [OS] mm', 'levelname': 'INFO', 'created': 1691013478.613211, 'tags': ['schema'], 'message': 'M axis, Overshoot, 0.000000 [OS] mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, enc_overshoot, 0', 'levelname': 'INFO', 'created': 1691013478.6152062, 'tags': ['schema'], 'message': 'M axis, enc_overshoot, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Kp, 125 [KP]', 'levelname': 'INFO', 'created': 1691013478.6192014, 'tags': ['schema'], 'message': 'M axis, Kp, 125 [KP]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Ki, 100 [KI]', 'levelname': 'INFO', 'created': 1691013478.6201997, 'tags': ['schema'], 'message': 'M axis, Ki, 100 [KI]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Kv, 94 [KV]', 'levelname': 'INFO', 'created': 1691013478.621199, 'tags': ['schema'], 'message': 'M axis, Kv, 94 [KV]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Kd, 0 [KD]', 'levelname': 'INFO', 'created': 1691013478.6221952, 'tags': ['schema'], 'message': 'M axis, Kd, 0 [KD]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Ka, 0 [KA]', 'levelname': 'INFO', 'created': 1691013478.6231933, 'tags': ['schema'], 'message': 'M axis, Ka, 0 [KA]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Kadc, 1', 'levelname': 'INFO', 'created': 1691013478.624192, 'tags': ['schema'], 'message': 'M axis, Kadc, 1', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Axis Enable, 1 [MC]', 'levelname': 'INFO', 'created': 1691013478.6251912, 'tags': ['schema'], 'message': 'M axis, Axis Enable, 1 [MC]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Motor Enable, 0', 'levelname': 'INFO', 'created': 1691013478.627189, 'tags': ['schema'], 'message': 'M axis, Motor Enable, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, CMD_stat, NO_MOVE', 'levelname': 'INFO', 'created': 1691013478.628187, 'tags': ['schema'], 'message': 'M axis, CMD_stat, NO_MOVE', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Move_stat, IDLE', 'levelname': 'INFO', 'created': 1691013478.6291852, 'tags': ['schema'], 'message': 'M axis, Move_stat, IDLE', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Current pos, 14.1115 mm', 'levelname': 'INFO', 'created': 1691013478.632181, 'tags': ['schema'], 'message': 'M axis, Current pos, 14.1115 mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, enc position, 2562516', 'levelname': 'INFO', 'created': 1691013478.633177, 'tags': ['schema'], 'message': 'M axis, enc position, 2562516', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Target pos, 14.1115 mm', 'levelname': 'INFO', 'created': 1691013478.6351755, 'tags': ['schema'], 'message': 'M axis, Target pos, 14.1115 mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, enc target, 2562516', 'levelname': 'INFO', 'created': 1691013478.6361735, 'tags': ['schema'], 'message': 'M axis, enc target, 2562516', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, enc pos error, 0', 'levelname': 'INFO', 'created': 1691013478.638172, 'tags': ['schema'], 'message': 'M axis, enc pos error, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, EEsum, 0', 'levelname': 'INFO', 'created': 1691013478.6391706, 'tags': ['schema'], 'message': 'M axis, EEsum, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Lst Stle Time, 0 ms', 'levelname': 'INFO', 'created': 1691013478.6401675, 'tags': ['schema'], 'message': 'M axis, Lst Stle Time, 0 ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Av Settle Tim, 0 ms', 'levelname': 'INFO', 'created': 1691013478.6421635, 'tags': ['schema'], 'message': 'M axis, Av Settle Tim, 0 ms', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Home position, 999.60 mm', 'levelname': 'INFO', 'created': 1691013478.6431653, 'tags': ['schema'], 'message': 'M axis, Home position, 999.60 mm', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Motor Signal, 0', 'levelname': 'INFO', 'created': 1691013478.644163, 'tags': ['schema'], 'message': 'M axis, Motor Signal, 0', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, mm/sec/DAC_ct, 0.01500 [D]', 'levelname': 'INFO', 'created': 1691013478.6451588, 'tags': ['schema'], 'message': 'M axis, mm/sec/DAC_ct, 0.01500 [D]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'M axis, Enc Cnts/mm, 181590.40 [C]', 'levelname': 'INFO', 'created': 1691013478.648155, 'tags': ['schema'], 'message': 'M axis, Enc Cnts/mm, 181590.40 [C]', 'asctime': '2023-08-02,14:57:58', 'created_strftime': '2023-08-02,14:57:58'}
